Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;Total Docs. (2024);Estimated APC (USD);Estimated value (USD)
1362;21101018670;"Izvestiya of Saratov University. Mathematics. Mechanics. Informatics";journal;"18169791, 25419005";Yes;Yes;"Saratov National Research State University";0,260;Q3;52;2545;585433;
1363;26985;"Kinetics and Catalysis";journal;"00231584, 16083210";No;No;"";0,260;Q3;90;2619;1131555;
1364;19900192598;"International Journal of Modeling, Simulation, and Scientific Computing";journal;"17939623, 17939615";No;No;"World Scientific";0,259;Q3;97;2563;1073815;
1365;21100893243;"Journal of Risk Management in Financial Institutions";journal;"17528887, 17528895";No;No;"Henry Stewart Publications";0,259;Q4;32;2505;425836;
1366;12170;"Modeling, Identification and Control";journal;"03327353, 18901328";Yes;Yes;"Research Council of Norway";0,259;Q3;12;2674;181801;
1367;6000194782;"Games";journal;"20734336";Yes;No;"Multidisciplinary Digital Publishing Institute (MDPI)";0,258;Q3;45;2699;968911;
1368;21100206263;"New Mathematics and Natural Computation";journal;"17937027, 17930057";No;No;"World Scientific";0,258;Q3;112;2621;768089;
1369;21101241973;"Notes on Intuitionistic Fuzzy Sets";journal;"23678283, 13104926";No;No;"Prof. Marin Drinov Publishing House of Bulgarian Academy of Sciences";0,258;Q3;29;2593;75204;
1370;25182;"Applied Mathematics E - Notes";journal;"16072510";Yes;No;"Tsing Hua University";0,257;Q3;50;2573;764257;
1371;10600153311;"Chemical Product and Process Modeling";journal;"19342659";No;No;"Walter de Gruyter GmbH";0,257;Q3;65;2485;576446;
1372;21100905277;"Mathematics and Statistics";journal;"23322071, 23322144";No;No;"Horizon Research Publishing";0,257;Q4;61;2527;1321814;
1373;21100875938;"Geometry, Integrability and Quantization";journal;"23677147, 13143247";No;No;"Bulgarska Akademiya na Naukite";0,256;Q3;22;2478;215579;
1374;6100152804;"International Journal of Computational Science and Engineering";journal;"17427185, 17427193";No;No;"Inderscience Enterprises Ltd";0,256;Q3;63;2691;1036074;
1375;21101028068;"Journal of Optimization, Differential Equations and their Applications";journal;"26636824, 26170108";Yes;Yes;"Oles Honchar Dnipro National University";0,256;Q3;14;2582;131658;
1376;21100826258;"Ocean Systems Engineering";journal;"20936702, 2093677X";No;No;"Techno-Press";0,256;Q4;18;2672;248458;
1377;19900192029;"Advances in Mathematical Physics";journal;"16879120, 16879139";Yes;No;"John Wiley and Sons Ltd";0,255;Q4;28;2611;1603453;
1378;21101151825;"Iranian Journal of Science";journal;"27318095, 27318109";No;No;"Springer Science and Business Media Deutschland GmbH";0,255;Q3;181;2588;468365;
1379;21101254815;"Mathematica Montisnigri";journal;"27044963, 03542238";No;No;"University of Montenegro Faculty of Natural Sciences and Mathematics";0,255;Q3;18;2588;46578;
1380;21101250475;"Pure and Applied Functional Analysis";journal;"21893756, 21893764";No;No;"Yokohama Publications";0,255;Q4;75;2588;194074;
1381;21101268228;"Sakarya University Journal of Computer and Information Sciences";journal;"26368129";Yes;Yes;"Sakarya University";0,254;Q4;42;2586;108603;
1382;21100826956;"Quanta";journal;"13147374";Yes;Yes;"Quanta";0,253;Q4;6;2825;104515;
1383;12965;"Zeitschrift fur Naturforschung - Section A Journal of Physical Sciences";journal;"09320784, 18657109";No;No;"Walter de Gruyter GmbH";0,253;Q4;90;2648;1263290;
1384;7500153129;"Communications of the Korean Mathematical Society";journal;"12251763";No;No;"Korean Mathematical Society";0,252;Q3;75;2659;1106055;
1385;21100215904;"Journal of Geometric Mechanics";journal;"19414889, 19414897";No;No;"American Institute of Mathematical Sciences";0,252;Q4;0;2773;252383;
1386;21101022226;"Quantum Studies: Mathematics and Foundations";journal;"21965617, 21965609";No;No;"Birkhaeuser";0,252;Q4;38;2681;316399;
1387;100336;"Statistica";journal;"0390590X, 19732201";Yes;Yes;"University of Bologna";0,252;Q4;0;2582;0;
1388;19900192736;"Brazilian Journal of Probability and Statistics";journal;"01030752";Yes;No;"Associacao Brasileira de Estatistica";0,251;Q4;30;2799;573810;
1389;21100858348;"Croatian Operational Research Review";journal;"18480225, 18489931";Yes;Yes;"Croatian Operational Research Society";0,251;Q4;16;2540;223493;
1390;19700202601;"International Review on Modelling and Simulations";journal;"19749821, 25331701";No;No;"Praise Worthy Prize S.r.l";0,251;Q4;28;2610;561083;
1391;26924;"Statistical Inference for Stochastic Processes";journal;"13870874";No;No;"Springer Netherlands";0,251;Q4;23;2947;347749;
1392;21100788924;"African Journal of Research in Mathematics, Science and Technology Education";journal;"18117295, 24697656";No;No;"Taylor and Francis Ltd.";0,250;Q3;33;2665;378439;
1393;4700152292;"Glasnik Matematicki";journal;"0017095X";No;No;"Croatian Mathematical Society";0,250;Q3;20;2626;283575;
1394;21100211724;"Intelligent Decision Technologies";journal;"18724981, 18758843";No;No;"SAGE Publications Ltd";0,250;Q4;204;2551;1173628;
1395;21101042317;"Journal of Systems Science and Information";journal;"14789906, 25126660";No;No;"Science China Press";0,250;Q4;43;2533;306545;
1396;21101021861;"Zhurnal Belorusskogo Gosudarstvennogo Universiteta. Matematika. Informatika";journal;"25206508, 26173956";Yes;Yes;"The Belarusian State University";0,250;Q4;26;2603;288921;
1397;27984;"Fukushima Journal of Medical Sciences";journal;"00162590, 21854610";No;No;"Fukushima Society of Medical Science";0,249;Q3;27;2648;328319;
1398;19300156905;"Hiroshima Mathematical Journal";journal;"00182079";No;No;"Hiroshima University";0,249;Q4;13;2567;223336;
1399;21101104873;"SAE International Journal of Passenger Vehicle Systems";journal;"27703460, 27703479";No;No;"SAE International";0,249;Q4;11;2548;124834;
1400;21100834346;"Thailand Statistician";journal;"23510676, 16859057";No;No;"Thai Statistical Association";0,248;Q3;58;2527;702493;
1401;19339;"Archive for History of Exact Sciences";journal;"14320657, 00039519";No;No;"Springer Verlag";0,247;Q3;21;2546;254576;
1402;21101040667;"Computational and Mathematical Biophysics";journal;"25447297";Yes;No;"Walter de Gruyter GmbH";0,247;Q3;29;2725;223474;
1403;23958;"Journal of Multiple-Valued Logic and Soft Computing";journal;"15423980";No;No;"Old City Publishing";0,247;Q4;63;2582;640432;
1404;21100931880;"Uniciencia";journal;"22153470";Yes;Yes;"Universidad Nacional";0,247;Q3;34;2514;462561;
1405;13608;"Xitong Fangzhen Xuebao / Journal of System Simulation";journal;"1004731X";No;No;"Acta Simulata Systematica Sinica";0,247;Q4;221;2480;3169100;
1406;21100817634;"Discontinuity, Nonlinearity, and Complexity";journal;"21646376, 21646414";No;No;"L &amp; H Scientific Publishing, LLC";0,246;Q4;55;2458;683347;
1407;20062;"Economie et Statistique";journal;"17775574, 03361454";No;No;"Institut National de la Statistique et des Etudes Economiques";0,246;Q4;19;2542;244006;
1408;21100401154;"Epidemiologic Methods";journal;"21949263, 2161962X";No;No;"Walter de Gruyter GmbH";0,246;Q4;12;2877;244576;
1409;21100369411;"Bulletin of the South Ural State University, Series: Mathematical Modelling, Programming and Computer Software";journal;"20710216, 23080256";No;No;"South Ural State University";0,245;Q3;29;2624;503795;
1410;21100945248;"Innovations in Incidence Geometry";journal;"26407345, 26407337";No;No;"Mathematical Sciences Publishers";0,245;Q4;9;2558;122789;
1411;21101037125;"Numeracy";journal;"19364660";Yes;Yes;"";0,245;Q3;10;2532;154466;
1412;19900193684;"Journal of Multiscale Modelling";journal;"17569737, 17569745";No;No;"World Scientific";0,244;Q4;10;2527;144042;
1413;21100915634;"Biomath";journal;"13147218, 1314684X";Yes;Yes;"Institute of Mathematics and Informatics Bulgarian Academy of Sciences";0,243;Q4;10;2529;123943;
1414;29428;"Fluctuation and Noise Letters";journal;"17936780, 02194775";No;No;"World Scientific";0,243;Q3;107;2604;893010;
1415;6400153138;"Modelling and Simulation in Engineering";journal;"16875605, 16875591";Yes;No;"John Wiley and Sons Ltd";0,243;Q4;35;2637;424527;
1416;21100410200;"Moscow University Mathematics Bulletin";journal;"19348444, 00271322";No;No;"Pleiades Publishing";0,243;Q3;29;2792;552795;
1417;25942;"Dynamics of Continuous, Discrete and Impulsive Systems Series B: Applications and Algorithms";journal;"14928760";No;No;"Watam Press";0,242;Q4;20;2438;275494;
1418;21100228305;"International Review of Automatic Control";journal;"19746059, 25332260";No;No;"Praise Worthy Prize S.r.l";0,242;Q4;23;2599;408007;
1419;18056;"Jiqiren/Robot";journal;"10020446";No;No;"Chinese Academy of Sciences";0,242;Q4;63;2620;867354;
1420;21100199308;"Journal of Applied Analysis";journal;"18696082, 14256908";No;No;"Walter de Gruyter GmbH";0,242;Q4;68;2557;470400;
1421;10900153313;"Mathematics in Computer Science";journal;"16618289, 16618270";No;No;"Birkhauser Verlag Basel";0,242;Q3;22;2638;477388;
1422;21100305006;"Memoirs on Differential Equations and Mathematical Physics";journal;"15120015";No;No;"Andrea Razmadze Mathematical Institute";0,242;Q4;30;2489;288741;
1423;21101248370;"Journal of Partial Differential Equations";journal;"2079732X, 1000940X";No;No;"Global Science Press";0,241;Q3;26;2561;66582;
1424;27347;"Metallofizika i Noveishie Tekhnologii";journal;"10241809, 26171511";Yes;Yes;"G.V. Kurdyumov Institute for Metal Physics of N.A.S. of Ukraine";0,241;Q3;83;2587;1360711;
1425;21100201912;"Open Transportation Journal";journal;"18744478, 26671212";Yes;No;"Bentham Science Publishers";0,241;Q4;22;2585;315419;
1426;7600153123;"Journal of Mechanics of Materials and Structures";journal;"15593959";No;No;"Mathematical Sciences Publishers";0,240;Q4;46;2672;491574;
1427;21101040666;"Science and Technology Indonesia";journal;"25804391, 25804405";Yes;No;"Magister Program of Material Sciences, Graduate School of Sriwijaya University";0,240;Q3;102;2524;651129;
1428;21100199843;"Acta Mathematica Vietnamica";journal;"02514184";No;No;"Springer Verlag";0,239;Q3;42;2674;628359;
1429;21101183465;"Korean Journal of Mathematics";journal;"19768605, 22881433";No;No;"Kangwon Kyungki Mathematical Society";0,239;Q3;56;2557;143187;
1430;21100897776;"Theory and Applications of Graphs";journal;"24709859";Yes;Yes;"Georgia Southern University";0,239;Q4;8;2589;186392;
1431;21101125517;"Contemporary Mathematics (Singapore)";journal;"27051064, 27051056";No;No;"Universal Wiser Publisher";0,238;Q4;359;2470;1103958;
1432;21101162627;"Infinity Journal";journal;"20896867, 24609285";Yes;No;"STKIP Siliwangi Bandung (IKIP Siliwangi)";0,238;Q3;30;2577;144327;
1433;21100384006;"International Journal of Intelligent Unmanned Systems";journal;"20496427, 20496435";No;No;"Emerald Group Publishing Ltd.";0,238;Q4;26;2606;359588;
1434;21100970264;"Journal of Algebra and Related Topics";journal;"23829877, 23453931";Yes;Yes;"University of Guilan";0,238;Q4;12;2490;234063;
1435;21100259506;"Journal of the Indian Mathematical Society";journal;"24556475, 00195839";No;No;"";0,238;Q3;41;2454;360714;
1436;15425;"Measurement Techniques";journal;"05431972, 15738906";No;No;"Springer Science and Business Media Deutschland GmbH";0,238;Q4;88;2501;1593423;
1437;21100209308;"Theory of Probability and Mathematical Statistics";journal;"00949000, 15477363";No;No;"American Mathematical Society";0,238;Q4;22;2740;353469;
1438;21100828652;"International Journal for Simulation and Multidisciplinary Design Optimization";journal;"17796288";Yes;No;"EDP Sciences";0,237;Q4;26;2534;329363;
1439;21100274264;"Tokyo Journal of Mathematics";journal;"03873870";No;No;"Publication Committee for the Tokyo Journal of Mathematics";0,237;Q3;10;2662;271500;
1440;21101185842;"Global Philosophy";journal;"29481538, 2948152X";No;No;"Springer Science and Business Media B.V.";0,236;Q4;26;2551;66325;
1441;21100223785;"Pythagoras";journal;"22237895, 10122346";Yes;No;"AOSIS (Pty) Ltd";0,236;Q4;8;2618;151839;
1442;17800156773;"International Journal of Innovative Computing and Applications";journal;"17516498, 1751648X";No;No;"Inderscience Enterprises Ltd";0,235;Q4;5;2442;285756;
1443;21100206801;"Statistics and its Interface";journal;"19387989, 19387997";No;No;"International Press, Inc.";0,235;Q4;56;2715;616411;
1444;21101259365;"Turkish Journal of Inequalities";journal;"26024187";No;No;"Erhan SET";0,235;Q3;12;2549;30588;
1445;17600155013;"Advances in Fuzzy Systems";journal;"16877101, 1687711X";Yes;No;"John Wiley and Sons Ltd";0,234;Q4;7;2717;176584;
1446;21100201512;"International Journal of Decision Support System Technology";journal;"19416296, 1941630X";No;No;"IGI Global Publishing";0,234;Q4;15;2487;293456;
1447;25605;"Jisuan Lixue Xuebao/Chinese Journal of Computational Mechanics";journal;"10074708";No;No;"";0,234;Q4;152;2494;1538804;
1448;21100903426;"Mathematical Notes of NEFU";journal;"2587876X, 24119326";No;No;"M. K. Ammosov North-Eastern Federal University";0,234;Q4;32;2534;405502;
1449;13012;"RAIRO - Theoretical Informatics and Applications";journal;"1290385X, 09883754";No;No;"EDP Sciences";0,234;Q4;19;2614;156818;
1450;27488;"Abhandlungen aus dem Mathematischen Seminar der Universitat Hamburg";journal;"18658784, 00255858";No;No;"Springer Verlag";0,233;Q4;12;2621;178212;
1451;12472;"Jixie Qiangdu/Journal of Mechanical Strength";journal;"10019669";Yes;No;"Chinese Mechanical Engineering Society";0,233;Q4;190;2519;2616803;
1452;12756;"Nonlinear Dynamics, Psychology, and Life Sciences";journal;"15736652, 10900578";No;No;"Society for Chaos Theory in Psychology &amp; Life Sciences";0,233;Q4;25;2693;312423;
1453;21100822732;"International Journal of Applied Science and Engineering";journal;"17277841, 17272394";Yes;No;"Chaoyang University of Technology";0,232;Q4;33;2562;538025;
1454;21101162998;"Journal of Classical Analysis";journal;"18485987";No;No;"Ele-Math";0,232;Q4;28;2723;133448;
1455;19900191943;"Topology Proceedings";journal;"01464124, 23311290";No;No;"Auburn University";0,232;Q4;25;2543;63573;
1456;21101081704;"Advanced Studies: Euro-Tbilisi Mathematical Journal";journal;"26679930";No;No;"Tbilisi Centre for Mathematical Sciences";0,231;Q4;37;2474;291966;
1457;21101070236;"Bulletin of the Transilvania University of Brasov, Series III: Mathematics and Computer Science";journal;"28102029";No;No;"Transilvania University of Brasov 1";0,231;Q4;32;2497;244671;
1458;21100922608;"International Journal of Computational Materials Science and Engineering";journal;"2047685X, 20476841";No;No;"World Scientific";0,231;Q4;44;2525;431753;
1459;21100429007;"Journal of Computational and Theoretical Transport";journal;"23324309, 23324325";No;No;"Taylor and Francis Ltd.";0,231;Q4;33;2592;300687;
1460;19500157817;"Mathematical Communications";journal;"13310623";Yes;Yes;"Udruga Matematicara Osijek";0,231;Q4;19;2695;266792;
1461;21100863633;"Mathematical Modelling of Engineering Problems";journal;"23690739, 23690747";No;No;"International Information and Engineering Technology Association";0,231;Q4;360;2574;2687278;
1462;17600155382;"Glottometrics";journal;"16178351";No;No;"International Quantitative Linguistics Association";0,230;Q4;8;2482;119157;
1463;25482;"International Journal of Robotics and Automation";journal;"19257090, 08268185";No;No;"Acta Press";0,229;Q4;52;2580;668251;
1464;12184;"Journal of Optical Technology (A Translation of Opticheskii Zhurnal)";journal;"10910786, 10709762";No;No;"Optica Publishing Group (formerly OSA)";0,229;Q4;95;2481;1448692;
1465;21101153205;"Journal of Optimization";journal;"23146486, 2356752X";No;No;"John Wiley and Sons Ltd";0,229;Q4;7;2524;25245;
1466;21101088263;"Mathematics in Applied Sciences and Engineering";journal;"25631926";Yes;Yes;"Western University Libraries";0,229;Q4;20;2483;91883;
1467;25153;"Missouri Journal of Mathematical Sciences";journal;"08996180, 10852581";No;No;"Central Missouri State University";0,229;Q4;25;2474;259800;
1468;21100202514;"Nonlinear Studies";journal;"21534373, 13598678";No;No;"Cambridge Scientific Publishers";0,229;Q4;89;2492;996721;
1469;21100200410;"Mathematical Methods of Statistics";journal;"19348045, 10665307";No;No;"Pleiades Publishing";0,228;Q4;22;2544;157712;
1470;11500153507;"Pakistan Journal of Statistics";journal;"10129367";Yes;No;"Pakistan Journal of Statistics";0,228;Q4;23;2555;314306;
1471;20900195109;"Annales Polonici Mathematici";journal;"17306272, 00662216";No;No;"Polska Akademia Nauk,Instytut Matematycznys";0,227;Q4;21;2673;366142;
1472;21100855735;"Communications for Statistical Applications and Methods";journal;"22877843, 23834757";Yes;No;"Korean Statistical Society";0,227;Q4;44;2580;593427;
1473;11200153523;"International Journal of Manufacturing Research";journal;"17500591, 17500605";No;No;"Inderscience Enterprises Ltd";0,227;Q4;10;2498;157344;
1474;21101093357;"Statistics, Politics and Policy";journal;"21517509, 21946299";No;No;"Walter de Gruyter GmbH";0,227;Q4;17;2525;83341;
1475;21100200801;"Vestnik St. Petersburg University: Mathematics";journal;"19347855, 10634541";No;No;"Pleiades Publishing";0,227;Q4;61;2534;732200;
1476;11700154384;"Australian Journal of Mathematical Analysis and Applications";journal;"14495910";No;No;"Australian Internet Publishing";0,226;Q4;14;2436;328866;
1477;17700155303;"International Journal of Biometrics";journal;"1755831X, 17558301";No;No;"Inderscience Enterprises Ltd";0,226;Q4;30;2477;401203;
1478;21100864538;"Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika";journal;"08696632, 25421905";Yes;Yes;"Saratov State University";0,226;Q4;55;2587;651900;
1479;21100455621;"Rad Hrvatske Akademije Znanosti i Umjetnosti, Matematicke Znanosti";journal;"18454100, 18492215";Yes;Yes;"Croatian Academy of Sciences and Arts";0,226;Q4;19;2491;174364;
1480;25257;"Balkan Journal of Geometry and its Applications";journal;"12242780, 18432875";Yes;Yes;"Balkan Society of Geometers";0,224;Q4;0;2562;197306;
1481;19700182135;"Journal of Analysis and Applications";journal;"09725954";No;No;"SAS International Publications";0,224;Q4;8;2364;106382;
1482;145690;"Journal of Geometry";journal;"00472468, 14208997";No;No;"Birkhauser Verlag Basel";0,224;Q4;38;2737;577478;
1483;21100241760;"Markov Processes and Related Fields";journal;"10242953";No;No;"Polymat";0,224;Q4;12;2501;342699;
1484;21101026926;"Moroccan Journal of Pure and Applied Analysis";journal;"23518227, 26056364";Yes;Yes;"Sciendo";0,224;Q4;0;2651;214733;
1485;21100236804;"Real Analysis Exchange";journal;"01471937, 19301219";No;No;"Michigan State University Press";0,224;Q4;28;2440;329458;
1486;21101085281;"Art, Science, and Engineering of Programming";journal;"24737321";No;No;"AOSA Inc.";0,223;Q4;4;2543;119518;
1487;21100902867;"Differencialnie Uravnenia i Protsesy Upravlenia";journal;"18172172";No;No;"Saint Petersburg State University";0,223;Q4;32;2555;367911;
1488;21100875941;"Khayyam Journal of Mathematics";journal;"24234788";Yes;Yes;"Department of Mathematics at Ferdowsi University of Mashhad";0,223;Q4;26;2500;304964;
1489;21100915265;"Advances in Group Theory and Applications";journal;"24991287";Yes;Yes;"Aracne Editrice";0,222;Q4;14;2891;216827;
1490;21101251288;"Mathematical Proceedings of the Royal Irish Academy";journal;"20090021, 13937197";No;No;"Royal Irish Academy";0,222;Q4;6;2522;15134;
1491;24087;"Abstract and Applied Analysis";journal;"10853375, 16870409";Yes;No;"John Wiley and Sons Ltd";0,221;Q4;13;2583;462315;
1492;21100830110;"Journal of Dynamics and Control";journal;"16726553";No;No;"";0,221;Q4;121;2345;958989;
1493;21100201073;"Journal of Institute of Control, Robotics and Systems";journal;"19765622";No;No;"Institute of Control, Robotics and Systems";0,221;Q4;177;2524;1953603;
1494;21100826383;"Indonesian Journal of Electrical Engineering and Informatics";journal;"20893272";No;No;"Institute of Advanced Engineering and Science (IAES)";0,220;Q4;84;2472;1011048;
1495;21100793172;"Informatika i ee Primeneniya";journal;"19922264, 23109912";No;No;"Federal Research Center "Computer Science and Control" of Russian Academy of Sciences";0,220;Q4;24;2541;670694;
1496;21100900137;"Transactions on Combinatorics";journal;"22518657, 22518665";Yes;Yes;"University of Isfahan";0,220;Q4;28;2580;268293;
1497;12008;"Teruleti Statisztika";journal;"20648251, 00187828";No;No;"Hungarian Central Statistical Office";0,219;Q4;25;2658;385380;
1498;21101243364;"AppliedMath";journal;"26739909";Yes;No;"Multidisciplinary Digital Publishing Institute (MDPI)";0,218;Q4;87;2514;218711;
1499;21101108652;"Journal of Numerical Analysis and Approximation Theory";journal;"24576794, 2501059X";Yes;Yes;"Publishing House of the Romanian Academy";0,218;Q4;22;2522;103417;
1500;21101168860;"Discrete and Continuous Models and Applied Computational Science";journal;"26587149, 26584670";Yes;Yes;"Peoples' Friendship University of Russia";0,217;Q4;20;2503;115147;
1501;21101192902;"Dynamics";journal;"26738716";Yes;No;"Multidisciplinary Digital Publishing Institute (MDPI)";0,216;Q4;46;2510;115444;
1502;21100858129;"International Journal of Applied Metaheuristic Computing";journal;"19478283, 19478291";No;No;"IGI Global Publishing";0,216;Q4;4;2496;204653;
1503;21100867459;"Educacion Matematica";journal;"24488089, 01878298";No;Yes;"Mexican Society for Research and Dissemination of Mathematics Education";0,215;Q4;34;2519;466015;
1504;21100903186;"International Journal of Computational Methods and Experimental Measurements";journal;"20460554, 20460546";Yes;No;"International Information and Engineering Technology Association";0,215;Q4;45;2418;382069;
1505;17700155820;"WSEAS Transactions on Systems and Control";journal;"22242856, 19918763";Yes;No;"World Scientific and Engineering Academy and Society";0,215;Q4;52;2441;817867;
1506;21101162729;"Examples and Counterexamples";journal;"2666657X";Yes;No;"Elsevier B.V.";0,214;Q4;42;2494;187084;
1507;14100154713;"International Journal of Grid and Utility Computing";journal;"1741847X, 17418488";No;No;"Inderscience Enterprises Ltd";0,214;Q4;48;2512;723518;
1508;7500153108;"Kyushu Journal of Mathematics";journal;"13406116";Yes;No;"Kyushu University, Faculty of Science";0,214;Q4;19;2645;275047;
1509;21100870373;"Turkish World Mathematical Society Journal of Applied and Engineering Mathematics";journal;"21461147, 25871013";Yes;No;"Isik University";0,214;Q4;138;2471;1642965;
1510;21101256428;"Fundamental Plasma Physics";journal;"27728285";Yes;No;"Elsevier B.V.";0,213;Q4;39;2503;97624;
1511;21101065486;"Journal of Integrated Science and Technology";journal;"23214635";No;No;"ScienceIn Publishing";0,213;Q4;125;2441;534666;
1512;19039;"Statistical Applications in Genetics and Molecular Biology";journal;"15446115, 21946302";No;No;"Walter de Gruyter GmbH";0,213;Q4;9;2610;154014;
1513;21101162548;"Zhurnal Srednevolzhskogo Matematicheskogo Obshchestva";journal;"20796900, 25877496";Yes;Yes;"National Research Ogarev Mordovia State University";0,212;Q4;22;2552;122494;
1514;21101245234;"Pan-American Journal of Mathematics";journal;"28324293";Yes;Yes;"Mathyze Publishers";0,211;Q4;24;2499;59972;
1515;21100407607;"Statistics in Transition New Series";journal;"24500291, 12347655";Yes;No;"Polskie Towarzystwo Semiotyczne";0,211;Q4;48;2492;707798;
1516;21100199716;"Tatra Mountains Mathematical Publications";journal;"12103195";No;No;"De Gruyter Open Ltd";0,211;Q4;10;2520;332619;
1517;21101099585;"Calcutta Statistical Association Bulletin";journal;"00080683, 24566462";No;No;"Sage Publications India Pvt. Ltd";0,208;Q4;16;2400;103216;
1518;145216;"Conformal Geometry and Dynamics";journal;"10884173";No;No;"American Mathematical Society";0,208;Q4;8;2691;129188;
1519;21100928093;"Uchenye Zapiski Kazanskogo Universiteta. Seriya Fiziko-Matematicheskie Nauki";journal;"25002198, 25417746";Yes;Yes;"Kazan Federal University";0,208;Q4;45;2441;354002;
1520;13024;"Acta Cybernetica";journal;"0324721X";Yes;No;"University of Szeged, Institute of Informatics";0,207;Q4;29;2420;271003;
1521;7900153143;"International Journal of Simulation and Process Modelling";journal;"17402123, 17402131";No;No;"Inderscience Enterprises Ltd";0,207;Q4;11;2582;490654;
1522;5800179615;"International Journal of Vehicle Systems Modelling and Testing";journal;"17456436, 17456444";No;No;"Inderscience Enterprises Ltd";0,207;Q4;17;2377;199691;
1523;17600155004;"Numerical Analysis and Applications";journal;"19954239, 19954247";No;No;"Pleiades Publishing";0,207;Q4;32;2642;412198;
1524;21101249032;"Publications Mathematiques de Besancon - Algebre et Theorie des Nombres";journal;"25926616, 28048504";No;No;"Presses Universitaires de Franche-Comte";0,207;Q4;7;2490;17430;
1525;21100799500;"Indonesian Journal of Electrical Engineering and Computer Science";journal;"25024760, 25024752";Yes;No;"Institute of Advanced Engineering and Science";0,206;Q4;778;2575;9633710;
1526;21101063827;"Asia Pacific Journal of Mathematics";journal;"23572205";Yes;Yes;"Asia Pacific Academic";0,205;Q4;105;2412;419611;
1527;21100827423;"IIUM Engineering Journal";journal;"1511788X, 22897860";Yes;No;"International Islamic University Malaysia";0,205;Q4;51;2509;622181;
1528;21101023916;"Scientia Sinica Mathematica";journal;"20959427, 16747216";No;No;"Science Press";0,205;Q4;115;2473;1026355;
1529;17700156004;"WSEAS Transactions on Fluid Mechanics";journal;"2224347X, 17905087";No;No;"World Scientific and Engineering Academy and Society";0,205;Q4;30;2454;306730;
1530;21100863128;"Surveys in Mathematics and its Applications";journal;"18437265, 18426298";Yes;Yes;"University Constantin Brancusi of Targu-Jiu";0,204;Q4;19;2558;260926;
1531;21101071124;"Argumenta";journal;"24652334";Yes;Yes;"University of Sassari";0,203;Q4;46;2389;229338;
1532;21101051699;"System Research and Information Technologies";journal;"16816048, 23088893";Yes;Yes;"National Technical University of Ukraine Igor Sikorsky Kyiv Polytechnic Institute";0,203;Q4;41;2409;404711;
1533;21100294000;"Information and Control";journal;"10020411";No;No;"Science Press";0,202;Q4;62;2389;881585;
1534;21101047448;"Proceedings of the National Academy of Sciences of Belarus. Physics and Mathematics Series";journal;"15612430, 25242415";No;No;"Publishing House Belaruskaya Navuka";0,202;Q4;31;2489;246440;
1535;21100922609;"Arab Journal of Mathematical Sciences";journal;"13195166, 25889214";Yes;Yes;"Emerald Group Publishing Ltd.";0,201;Q4;23;2612;203752;
1536;21101068591;"Communication in Biomathematical Sciences";journal;"25492896";Yes;Yes;"Indonesian Biomathematical Society";0,201;Q4;16;2694;107745;
1537;21100929582;"Concrete Operators";journal;"22993282";Yes;No;"Walter de Gruyter GmbH";0,201;Q4;4;2617;141329;
1538;21100199335;"Advances in Pure and Applied Mathematics";journal;"18696090, 18671152";No;No;"ISTE Group";0,200;Q4;12;2547;163032;
1539;21101026987;"Annales Mathematicae Silesianae";journal;"23914238, 08602107";Yes;Yes;"Sciendo";0,199;Q4;39;2419;239435;
1540;21100198227;"International Journal of Engineering Systems Modelling and Simulation";journal;"17559766, 17559758";No;No;"Inderscience";0,199;Q4;30;2445;325219;
1541;21100197180;"Novi Sad Journal of Mathematics";journal;"14505444";Yes;No;"University of Novi Sad";0,199;Q4;33;2519;335027;
1542;21101252315;"Tsukuba Journal of Mathematics";journal;"03874982, 2423821X";No;No;"University of Tsukuba";0,199;Q4;4;2472;9888;
1543;21100817136;"International Journal of Sensors, Wireless Communications and Control";journal;"22103287, 22103279";No;No;"Bentham Science Publishers";0,198;Q4;24;2423;748765;
1544;21100464917;"Journal of Computational Finance";journal;"14601559, 17552850";No;No;"Incisive Media Ltd.";0,198;Q4;9;2736;194276;
1545;21101039901;"Journal of Language Modelling";journal;"2299856X, 22998470";Yes;Yes;"Institute of Computer Science, Polish Academy of Sciences";0,198;Q4;8;2445;85575;
1546;76019;"Acta Mathematica Universitatis Comenianae";journal;"13360310, 08629544";Yes;No;"Univerzita Komenskeho";0,197;Q4;19;2589;287395;
1547;21101266017;"Bulletin of the Polish Academy of Sciences. Mathematics";journal;"02397269, 17328985";No;No;"Institute of Mathematics. Polish Academy of Sciences";0,196;Q4;6;2465;14791;
1548;11700154323;"Image Analysis and Stereology";journal;"15803139, 18545165";Yes;No;"International Society for Stereology";0,196;Q4;18;2576;211258;
1549;21100948917;"Journal of Computational Technologies";journal;"2313691X, 15607534";No;No;"Institute of Computational Technologies SB RAS";0,196;Q4;41;2430;529664;
1550;12100156711;"Publications de l'Institut Mathematique";journal;"03501302, 0522828X";Yes;No;"Mathematical Institute of the Serbian Academy of Sciences and Arts";0,196;Q4;20;2534;299009;
1551;21100332205;"Rivista di Matematica della Universita di Parma";journal;"00356298, 22842578";No;No;"Universita degli Studi di Parma";0,196;Q4;11;2629;262884;
